targetSize,pdx,pdy,btn
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.0
20,0,1,0.0
20,0,1,0.0
20,0,1,0.0
20,0,1,0.0
20,0,1,0.0
20,0,1,0.0
20,0,1,0.0
20,0,1,0.0
20,0,1,0.0
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
20,0,1,0.1
