dx,dy,button,rx,ry,time,distance,targetID,directionX,directionY,targetX,targetY,initMouseX,initMouseY,targetSize,score
1,0,0,1.5,-0.0,0.18334078788757324,858.7298760378609,1,-701,-496,260,104,960,600,20,188.34
-1,0,0,-1.5,-0.0,0.21520781517028809,857.913748578492,1,-700,-496,260,104,960,600,20,8.57
-5,0,0,-7.5,-0.0,0.22310686111450195,852.2118281272561,1,-693,-496,260,104,960,600,20,41.48
-5,0,0,-7.5,-0.0,0.23113083839416504,846.5293851958123,1,-686,-496,260,104,960,600,20,41.2
-8,-2,0,-12.0,-3.0,0.23916172981262207,835.0598780925833,1,-674,-493,260,104,960,600,20,67.05
-9,-6,0,-13.5,-9.0,0.24828672409057617,819.2539288889618,1,-661,-484,260,104,960,600,20,83.12
-12,-9,0,-18.0,-13.5,0.2555098533630371,797.0508139384841,1,-643,-471,260,104,960,600,20,97.42
-13,-9,0,-19.5,-13.5,0.26335978507995605,774.0413425651113,1,-624,-458,260,104,960,600,20,96.11
-14,-11,0,-21.0,-16.5,0.271317720413208,747.6449692200168,1,-603,-442,260,104,960,600,20,100.33
-16,-14,0,-24.0,-21.0,0.27936267852783203,715.8784813081058,1,-579,-421,260,104,960,600,20,103.29
-17,-16,0,-25.5,-24.0,0.2873048782348633,681.5607089614248,1,-554,-397,260,104,960,600,20,102.46
-17,-15,0,-25.5,-22.5,0.29611778259277344,648.4334969755957,1,-529,-375,260,104,960,600,20,98.5
-15,-14,0,-22.5,-21.0,0.3031148910522461,618.356693179592,1,-507,-354,260,104,960,600,20,91.77
-14,-13,0,-21.0,-19.5,0.3112928867340088,590.2719712132705,1,-486,-335,260,104,960,600,20,86.96
-14,-16,0,-21.0,-24.0,0.31924867630004883,559.4157666709082,1,-465,-311,260,104,960,600,20,86.22
-11,-13,0,-16.5,-19.5,0.32730579376220703,535.5977968587996,1,-449,-292,260,104,960,600,20,75.26
-8,-12,0,-12.0,-18.0,0.33521485328674316,515.7955021129983,1,-437,-274,260,104,960,600,20,66.94
-6,-11,0,-9.0,-16.5,0.3431377410888672,499.7479364639738,1,-428,-258,260,104,960,600,20,58.61
-6,-11,0,-9.0,-16.5,0.3511948585510254,483.86465049639656,1,-419,-242,260,104,960,600,20,57.0
-5,-10,0,-7.5,-15.0,0.3594498634338379,470.3966411444708,1,-412,-227,260,104,960,600,20,50.78
-8,-9,0,-12.0,-13.5,0.36727476119995117,453.64744019998614,1,-400,-214,260,104,960,600,20,56.84
-8,-10,0,-12.0,-15.0,0.3753647804260254,436.05618903989887,1,-388,-199,260,104,960,600,20,56.45
-9,-10,0,-13.5,-15.0,0.38321375846862793,417.709229009846,1,-375,-184,260,104,960,600,20,56.09
-9,-10,0,-13.5,-15.0,0.3912057876586914,399.50594488693156,1,-362,-169,260,104,960,600,20,54.14
-9,-8,0,-13.5,-12.0,0.39926981925964355,382.6878623630491,1,-349,-157,260,104,960,600,20,50.87
-9,-9,0,-13.5,-13.5,0.408099889755249,365.5571090814676,1,-336,-144,260,104,960,600,20,49.54
-9,-6,0,-13.5,-9.0,0.4154317378997803,350.0771343575584,1,-323,-135,260,104,960,600,20,46.44
-6,-5,0,-9.0,-7.5,0.4235658645629883,339.08700948281694,1,-314,-128,260,104,960,600,20,37.15
-6,-5,0,-9.0,-7.5,0.4312896728515625,328.1249761904753,1,-305,-121,260,104,960,600,20,36.23
-5,-5,0,-7.5,-7.5,0.43928074836730957,319.06112267087633,1,-298,-114,260,104,960,600,20,31.07
-6,-6,0,-9.0,-9.0,0.4472947120666504,307.4833328816377,1,-289,-105,260,104,960,600,20,35.19
-7,-7,0,-10.5,-10.5,0.45505666732788086,294.7303852676205,1,-279,-95,260,104,960,600,20,36.09
-7,-7,0,-10.5,-10.5,0.4632608890533447,282.10990766011747,1,-269,-85,260,104,960,600,20,34.72
-7,-6,0,-10.5,-9.0,0.47138190269470215,269.92035862453946,1,-259,-76,260,104,960,600,20,33.08
-7,-4,0,-10.5,-6.0,0.4794278144836426,258.65227623200997,1,-249,-70,260,104,960,600,20,31.38
-7,-5,0,-10.5,-7.5,0.4872426986694336,247.1639132235934,1,-239,-63,260,104,960,600,20,30.35
-9,-5,0,-13.5,-7.5,0.4952716827392578,232.83470531688354,1,-226,-56,260,104,960,600,20,33.44
-9,-3,0,-13.5,-4.5,0.5038247108459473,219.25555865245468,1,-213,-52,260,104,960,600,20,33.05
-9,-4,0,-13.5,-6.0,0.5111877918243408,205.22183119736556,1,-200,-46,260,104,960,600,20,30.53
-8,-2,0,-12.0,-3.0,0.5192017555236816,192.85486771144772,1,-188,-43,260,104,960,600,20,30.11
-8,-2,0,-12.0,-3.0,0.527275800704956,180.48822676285565,1,-176,-40,260,104,960,600,20,28.83
-8,-2,0,-12.0,-3.0,0.5352427959442139,168.12197952677099,1,-164,-37,260,104,960,600,20,27.52
-8,-2,0,-12.0,-3.0,0.5432567596435547,155.7562197795003,1,-152,-34,260,104,960,600,20,26.18
-6,-1,0,-9.0,-1.5,0.5511598587036133,146.75830470538966,1,-143,-33,260,104,960,600,20,19.71
-5,-1,0,-7.5,-1.5,0.55918288230896,139.71399357258383,1,-136,-32,260,104,960,600,20,16.98
-4,0,0,-6.0,-0.0,0.5672297477722168,133.88054376943649,1,-130,-32,260,104,960,600,20,13.56
-3,-1,0,-4.5,-1.5,0.5752537250518799,129.75746606650424,1,-126,-31,260,104,960,600,20,14.62
-3,0,0,-4.5,-0.0,0.5830817222595215,125.87692401707312,1,-122,-31,260,104,960,600,20,10.12
-3,-1,0,-4.5,-1.5,0.5910487174987793,121.75385004179539,1,-118,-30,260,104,960,600,20,14.21
-2,0,0,-3.0,-0.0,0.5990266799926758,118.84864324004712,1,-115,-30,260,104,960,600,20,8.2
-2,0,0,-3.0,-0.0,0.6071548461914062,115.94826432508596,1,-112,-30,260,104,960,600,20,8.05
-2,-1,0,-3.0,-1.5,0.6151857376098633,112.79184367674819,1,-109,-29,260,104,960,600,20,10.2
-1,0,0,-1.5,-0.0,0.623222827911377,111.8257573191436,1,-108,-29,260,104,960,600,20,4.55
-1,-1,0,-1.5,-1.5,0.63118577003479,110.60289327137876,1,-107,-28,260,104,960,600,20,4.03
-3,0,0,-4.5,-0.0,0.6392488479614258,106.7379969832674,1,-103,-28,260,104,960,600,20,9.08
-2,-1,0,-3.0,-1.5,0.6471357345581055,103.58088626768937,1,-100,-27,260,104,960,600,20,9.9
-4,-1,0,-6.0,-1.5,0.6551868915557861,97.52948272189288,1,-94,-26,260,104,960,600,20,12.49
-3,-1,0,-4.5,-1.5,0.6632556915283203,93.40770846134703,1,-90,-25,260,104,960,600,20,11.59
-3,-1,0,-4.5,-1.5,0.6711556911468506,89.28605714219886,1,-86,-24,260,104,960,600,20,11.33
-3,-1,0,-4.5,-1.5,0.679210901260376,85.16454661418682,1,-82,-23,260,104,960,600,20,11.06
-3,0,0,-4.5,-0.0,0.6871528625488281,81.32035415564789,1,-78,-23,260,104,960,600,20,7.66
-2,-1,0,-3.0,-1.5,0.6951348781585693,78.16009211867653,1,-75,-22,260,104,960,600,20,9.34
-3,-1,0,-4.5,-1.5,0.7032277584075928,74.04052944165107,1,-71,-21,260,104,960,600,20,10.02
-2,0,0,-3.0,-0.0,0.7112078666687012,71.16881339463234,1,-68,-21,260,104,960,600,20,6.03
-2,-1,0,-3.0,-1.5,0.7193238735198975,68.00735254367721,1,-65,-20,260,104,960,600,20,9.34
-2,0,0,-3.0,-0.0,0.7271077632904053,65.14598989960932,1,-62,-20,260,104,960,600,20,5.71
-2,-1,0,-3.0,-1.5,0.7351536750793457,61.98386886924694,1,-59,-19,260,104,960,600,20,9.73
-2,0,0,-3.0,-0.0,0.7432587146759033,59.135437767890075,1,-56,-19,260,104,960,600,20,5.36
-1,-1,0,-1.5,-1.5,0.7511746883392334,57.87054518492115,1,-55,-18,260,104,960,600,20,3.23
-2,0,0,-3.0,-0.0,0.7592318058013916,55.02726596879042,1,-52,-18,260,104,960,600,20,5.15
-2,-1,0,-3.0,-1.5,0.7673487663269043,51.86520991955976,1,-49,-17,260,104,960,600,20,9.15
-2,0,0,-3.0,-0.0,0.7752537727355957,49.040799340956916,1,-46,-17,260,104,960,600,20,4.77
-1,-1,0,-1.5,-1.5,0.7838637828826904,47.75981574503821,1,-45,-16,260,104,960,600,20,3.1
-2,0,0,-3.0,-0.0,0.7911808490753174,44.94441010848846,1,-42,-16,260,104,960,600,20,4.53
-2,0,0,-3.0,-0.0,0.7990918159484863,42.15447781671598,1,-39,-16,260,104,960,600,20,4.28
-1,-1,0,-1.5,-1.5,0.8070728778839111,40.85339643163099,1,-38,-15,260,104,960,600,20,3.06
-2,-1,0,-3.0,-1.5,0.815274715423584,37.69615364994153,1,-35,-14,260,104,960,600,20,6.85
-3,0,0,-4.5,-0.0,0.8232488632202148,34.0147027033899,1,-31,-14,260,104,960,600,20,4.26
-3,-1,0,-4.5,-1.5,0.8311448097229004,29.966648127543394,1,-27,-13,260,104,960,600,20,5.23
-3,0,0,-4.5,-0.0,0.8391408920288086,26.419689627245813,1,-23,-13,260,104,960,600,20,3.38
-2,-1,0,-3.0,-1.5,0.8472878932952881,23.323807579381203,1,-20,-12,260,104,960,600,20,4.21
-1,0,0,-1.5,-0.0,0.8552417755126953,22.47220505424423,1,-19,-12,260,104,960,600,20,1.84
-2,0,0,-3.0,-0.0,0.8631348609924316,20.0,1,-16,-12,260,104,960,600,20,2.12
-1,-1,0,-1.5,-1.5,0.8711428642272949,18.601075237738275,1,-15,-11,260,104,960,600,20,3.74
-1,0,0,-1.5,-0.0,0.8792088031768799,17.804493814764857,1,-14,-11,260,104,960,600,20,1.43
-1,0,0,-1.5,-0.0,0.8952527046203613,17.029386365926403,1,-13,-11,260,104,960,600,20,1.31
0,-1,0,-0.0,-1.5,0.9192347526550293,16.401219466856727,1,-13,-10,260,104,960,600,20,0.83
-1,0,0,-1.5,-0.0,0.9271748065948486,15.620499351813308,1,-12,-10,260,104,960,600,20,1.28
0,0,1,-0.0,-0.0,0.9641058444976807,15.620499351813308,1,-12,-10,260,104,960,600,20,31.57
0,0,0,-0.0,-0.0,0.06445002555847168,817.3010461268235,2,810,109,1082,223,272,114,25,182.96
2,2,0,3.0,3.0,0.1694481372833252,813.9318153260751,2,807,106,1082,223,272,114,25,22.2
2,2,0,3.0,3.0,0.17742514610290527,810.570786544889,2,804,103,1082,223,272,114,25,22.1
4,3,0,6.0,4.5,0.18544316291809082,804.1175287232583,2,798,99,1082,223,272,114,25,37.57
5,4,0,7.5,6.0,0.19361114501953125,796.4483661857811,2,791,93,1082,223,272,114,25,42.13
7,5,0,10.5,7.5,0.20147013664245605,785.7206882856019,2,781,86,1082,223,272,114,25,53.25
7,6,0,10.5,9.0,0.20966100692749023,774.8354664056105,2,771,77,1082,223,272,114,25,52.99
9,6,0,13.5,9.0,0.21742916107177734,761.0440197518144,2,758,68,1082,223,272,114,25,61.47
14,8,0,21.0,12.0,0.2254791259765625,739.1244820732161,2,737,56,1082,223,272,114,25,78.99
17,7,0,25.5,10.5,0.23363304138183594,713.4844076782617,2,712,46,1082,223,272,114,25,84.07
21,8,0,31.5,12.0,0.2415320873260498,681.8482235805855,2,681,34,1082,223,272,114,25,89.88
27,9,0,40.5,13.5,0.2495279312133789,641.343901506828,2,641,21,1082,223,272,114,25,95.61
31,8,0,46.5,12.0,0.2574329376220703,595.0680633339349,2,595,9,1082,223,272,114,25,95.78
34,7,0,51.0,10.5,0.2654690742492676,544.0009191168706,2,544,-1,1082,223,272,114,25,93.63
39,8,0,58.5,12.0,0.27358198165893555,486.17383722286,2,486,-13,1082,223,272,114,25,90.06
40,7,0,60.0,10.5,0.28133606910705566,426.6204402041702,2,426,-23,1082,223,272,114,25,83.25
40,7,0,60.0,10.5,0.28958606719970703,367.484693558793,2,366,-33,1082,223,272,114,25,74.79
36,5,0,54.0,7.5,0.2975931167602539,314.5536520214,2,312,-40,1082,223,272,114,25,64.9
33,4,0,49.5,6.0,0.30548906326293945,266.9925092582187,2,263,-46,1082,223,272,114,25,55.63
29,2,0,43.5,3.0,0.3134160041809082,225.39077177204928,2,220,-49,1082,223,272,114,25,47.04
26,2,0,39.0,3.0,0.32152509689331055,188.32153355365392,2,181,-52,1082,223,272,114,25,39.23
23,0,0,34.5,-0.0,0.32954907417297363,155.92626462530293,2,147,-52,1082,223,272,114,25,32.43
21,0,0,31.5,-0.0,0.3375720977783203,127.12198865656563,2,116,-52,1082,223,272,114,25,26.25
16,0,0,24.0,-0.0,0.34563398361206055,105.67875850898325,2,92,-52,1082,223,272,114,25,19.7
