dx,dy,button,rx,ry,time,distance,targetID,directionX,directionY,targetX,targetY,initMouseX,initMouseY,targetSize,score
0,0,0,-0.0,-0.0,0.26769280433654785,867.3853201416126,1,877,-26,1837,574,960,600,20,189.45
1,0,0,1.5,-0.0,0.40073084831237793,866.3857598112832,1,876,-26,1837,574,960,600,20,13.9
3,0,0,4.5,-0.0,0.40871500968933105,862.3875285674366,1,872,-26,1837,574,960,600,20,35.52
3,0,0,4.5,-0.0,0.4167048931121826,858.3893136145792,1,868,-26,1837,574,960,600,20,35.43
3,-1,0,4.5,-1.5,0.4246938228607178,854.3616141407484,1,864,-25,1837,574,960,600,20,33.21
2,0,0,3.0,-0.0,0.4326918125152588,851.3628735904514,1,861,-25,1837,574,960,600,20,28.77
2,-1,0,3.0,-1.5,0.44072699546813965,848.3355987025121,1,858,-24,1837,574,960,600,20,26.16
3,-1,0,4.5,-1.5,0.44869184494018555,844.3096628272444,1,854,-23,1837,574,960,600,20,32.97
4,-3,0,6.0,-4.5,0.456697940826416,838.212827066415,1,848,-19,1837,574,960,600,20,43.32
5,-1,0,7.5,-1.5,0.46468591690063477,831.1926057687383,1,841,-18,1837,574,960,600,20,49.85
5,-3,0,7.5,-4.5,0.47273993492126465,824.117497718397,1,834,-14,1837,574,960,600,20,47.94
7,-3,0,10.5,-4.5,0.48070693016052246,814.0606773775825,1,824,-10,1837,574,960,600,20,60.88
10,-4,0,15.0,-6.0,0.488724946975708,799.0098886911087,1,809,-4,1837,574,960,600,20,76.6
11,-3,0,16.5,-4.5,0.496737003326416,783.0,1,793,0,1837,574,960,600,20,78.86
11,-3,0,16.5,-4.5,0.5047039985656738,767.0102959420808,1,777,4,1837,574,960,600,20,77.81
13,-2,0,19.5,-3.0,0.5127449035644531,748.032321210646,1,758,7,1837,574,960,600,20,84.27
14,-1,0,21.0,-1.5,0.5207297801971436,727.0434179883841,1,737,8,1837,574,960,600,20,88.25
17,0,0,25.5,-0.0,0.5286948680877686,702.0449424018121,1,712,8,1837,574,960,600,20,94.89
17,-1,0,25.5,-1.5,0.5367648601531982,677.0589494359273,1,687,9,1837,574,960,600,20,91.41
18,0,0,27.0,-0.0,0.5446939468383789,650.0613607839805,1,660,9,1837,574,960,600,20,93.38
19,0,0,28.5,-0.0,0.5526759624481201,622.0640790299667,1,632,9,1837,574,960,600,20,92.2
17,0,0,25.5,-0.0,0.5607218742370605,597.0667179149257,1,607,9,1837,574,960,600,20,85.9
18,0,0,27.0,-0.0,0.5687098503112793,570.0698233833579,1,580,9,1837,574,960,600,20,86.11
18,0,0,27.0,-0.0,0.57669997215271,543.0732320407488,1,553,9,1837,574,960,600,20,83.53
17,2,0,25.5,3.0,0.5846898555755615,518.0340898086032,1,528,6,1837,574,960,600,20,76.62
18,1,0,27.0,1.5,0.5926928520202637,491.0249494785664,1,501,5,1837,574,960,600,20,77.99
17,2,0,25.5,3.0,0.6006679534912109,466.0042016621282,1,476,2,1837,574,960,600,20,71.45
18,5,0,27.0,7.5,0.6087877750396729,439.02783878062615,1,449,-5,1837,574,960,600,20,69.73
17,5,0,25.5,7.5,0.6167678833007812,414.16977732978575,1,424,-12,1837,574,960,600,20,64.63
13,5,0,19.5,7.5,0.6247179508209229,395.44543405987446,1,405,-19,1837,574,960,600,20,54.61
12,2,0,18.0,3.0,0.6327488422393799,377.6248186068586,1,387,-22,1837,574,960,600,20,52.45
11,2,0,16.5,3.0,0.6407968997955322,361.8413640250369,1,371,-25,1837,574,960,600,20,47.72
12,2,0,18.0,3.0,0.6487669944763184,344.1087403609236,1,353,-28,1837,574,960,600,20,49.0
12,2,0,18.0,3.0,0.6567189693450928,326.4312708414603,1,335,-31,1837,574,960,600,20,47.11
12,2,0,18.0,3.0,0.6646878719329834,308.8181299738144,1,317,-34,1837,574,960,600,20,45.19
