dx,dy,button,rx,ry,time,distance,targetID,directionX,directionY,targetX,targetY,initMouseX,initMouseY,targetSize,score
1,-1,0,1.5,-1.5,0.1351618766784668,788.0382196361275,1,-671,432,290,1031,960,600,20,179.06
3,-1,0,4.5,-1.5,0.14317893981933594,791.9438883113955,1,-675,433,290,1031,960,600,20,4.46
2,-1,0,3.0,-1.5,0.15124082565307617,795.0093167162726,1,-678,434,290,1031,960,600,20,5.44
1,-1,0,1.5,-1.5,0.15916991233825684,796.3907241530002,1,-679,435,290,1031,960,600,20,8.94
3,-1,0,4.5,-1.5,0.16784977912902832,800.2993274093222,1,-683,436,290,1031,960,600,20,4.48
3,-2,0,4.5,-3.0,0.17542290687561035,805.2852261632122,1,-687,439,290,1031,960,600,20,5.9
3,-3,0,4.5,-4.5,0.18321871757507324,810.8105749806102,1,-691,443,290,1031,960,600,20,4.38
2,-2,0,3.0,-3.0,0.19125986099243164,814.9557563893957,1,-694,446,290,1031,960,600,20,4.94
1,0,0,1.5,-0.0,0.19909882545471191,815.7971905982728,1,-695,446,290,1031,960,600,20,11.43
-3,0,0,-4.5,-0.0,0.2232527732849121,812.4335839446247,1,-691,446,290,1031,960,600,20,26.8
-7,1,0,-10.5,1.5,0.23128676414489746,803.5023048522972,1,-681,445,290,1031,960,600,20,55.54
-11,3,0,-16.5,4.5,0.23922371864318848,787.938594128646,1,-665,441,290,1031,960,600,20,77.5
-14,3,0,-21.0,4.5,0.2472388744354248,768.270518521677,1,-644,437,290,1031,960,600,20,85.9
-18,3,0,-27.0,4.5,0.2553999423980713,743.7758287448596,1,-617,433,290,1031,960,600,20,93.06
-19,4,0,-28.5,6.0,0.2631969451904297,717.4957044546724,1,-589,427,290,1031,960,600,20,93.97
-21,5,0,-31.5,7.5,0.2712697982788086,688.4010309270742,1,-558,420,290,1031,960,600,20,95.45
-23,5,0,-34.5,7.5,0.27919888496398926,657.1918764493464,1,-524,413,290,1031,960,600,20,95.13
-24,7,0,-36.0,10.5,0.28719592094421387,622.8925659225268,1,-488,403,290,1031,960,600,20,95.35
-24,6,0,-36.0,9.0,0.29517173767089844,589.6165441346661,1,-452,394,290,1031,960,600,20,90.88
-28,10,0,-42.0,15.0,0.3030967712402344,548.337711425621,1,-410,379,290,1031,960,600,20,93.52
-26,10,0,-39.0,15.0,0.3111417293548584,509.74705386370397,1,-371,364,290,1031,960,600,20,87.19
-28,12,0,-42.0,18.0,0.31926488876342773,467.4484265342174,1,-329,346,290,1031,960,600,20,84.75
-27,13,0,-40.5,19.5,0.3272218704223633,426.4057744805859,1,-289,327,290,1031,960,600,20,78.9
-25,13,0,-37.5,19.5,0.3351328372955322,387.95477129945306,1,-252,308,290,1031,960,600,20,72.37
-25,12,0,-37.5,18.0,0.34315991401672363,351.00554012369395,1,-215,290,290,1031,960,600,20,66.37
-22,11,0,-33.0,16.5,0.3512277603149414,318.93768406797057,1,-182,274,290,1031,960,600,20,58.83
-20,10,0,-30.0,15.0,0.35918474197387695,290.30817504690077,1,-152,259,290,1031,960,600,20,52.55
-17,10,0,-25.5,15.0,0.3670809268951416,265.0727176584403,1,-127,244,290,1031,960,600,20,46.79
-14,9,0,-21.0,13.5,0.37505292892456055,244.159398803192,1,-106,231,290,1031,960,600,20,40.44
-12,9,0,-18.0,13.5,0.3830757141113281,225.0914715594762,1,-88,218,290,1031,960,600,20,36.53
-9,9,0,-13.5,13.5,0.39122486114501953,208.28879952943075,1,-75,205,290,1031,960,600,20,32.78
-8,6,0,-12.0,9.0,0.39954185485839844,195.8761763779384,1,-63,196,290,1031,960,600,20,26.11
-6,6,0,-9.0,9.0,0.4073338508605957,184.64069461446135,1,-54,187,290,1031,960,600,20,23.88
-5,7,0,-7.5,10.5,0.41531991958618164,173.13383084509536,1,-47,177,290,1031,960,600,20,23.64
-3,5,0,-4.5,7.5,0.42311978340148926,165.35392781457733,1,-43,170,290,1031,960,600,20,18.45
-2,4,0,-3.0,6.0,0.4311199188232422,158.80758276807353,1,-40,164,290,1031,960,600,20,16.39
-1,4,0,-1.5,6.0,0.4391789436340332,152.74212730574712,1,-39,158,290,1031,960,600,20,16.65
-1,5,0,-1.5,7.5,0.44716691970825195,145.7080601638849,1,-38,151,290,1031,960,600,20,17.22
-1,3,0,-1.5,4.5,0.4551248550415039,141.58495967608397,1,-37,147,290,1031,960,600,20,15.36
-1,3,0,-1.5,4.5,0.4631178379058838,137.46185947559457,1,-36,143,290,1031,960,600,20,15.17
0,4,0,-0.0,6.0,0.4712638854980469,131.65097952361643,1,-36,137,290,1031,960,600,20,13.32
0,3,0,-0.0,4.5,0.4791269302368164,127.78606605894515,1,-36,133,290,1031,960,600,20,10.12
-1,3,0,-1.5,4.5,0.4871208667755127,123.6637572418193,1,-35,129,290,1031,960,600,20,13.38
-1,4,0,-1.5,6.0,0.4950108528137207,117.61269529321916,1,-34,123,290,1031,960,600,20,13.93
-1,4,0,-1.5,6.0,0.5030567646026611,111.56479753612885,1,-33,117,290,1031,960,600,20,13.45
-1,3,0,-1.5,4.5,0.5110628604888916,107.44360348695028,1,-32,113,290,1031,960,600,20,12.16
-1,4,0,-1.5,6.0,0.5194497108459473,101.40017953306898,1,-31,107,290,1031,960,600,20,12.65
-1,4,0,-1.5,6.0,0.527141809463501,95.3612832116238,1,-30,101,290,1031,960,600,20,12.15
0,5,0,-0.0,7.5,0.5350747108459473,88.67117106835208,1,-30,94,290,1031,960,600,20,11.05
0,4,0,-0.0,6.0,0.543158769607544,82.97311439335567,1,-30,88,290,1031,960,600,20,9.57
-2,5,0,-3.0,7.5,0.5509679317474365,75.38149682454625,1,-27,81,290,1031,960,600,20,12.53
0,6,0,-0.0,9.0,0.5590498447418213,66.89603370785778,1,-27,72,290,1031,960,600,20,10.4
-1,5,0,-1.5,7.5,0.5670208930969238,60.00714249274856,1,-26,65,290,1031,960,600,20,9.24
-1,5,0,-1.5,7.5,0.5749938488006592,53.15853069855251,1,-25,58,290,1031,960,600,20,8.48
-1,4,0,-1.5,6.0,0.5831348896026611,47.271284253105414,1,-24,52,290,1031,960,600,20,7.36
-1,5,0,-1.5,7.5,0.5910947322845459,40.53711507397311,1,-23,45,290,1031,960,600,20,6.98
-1,3,0,-1.5,4.5,0.5990948677062988,36.52956049652737,1,-22,41,290,1031,960,600,20,5.53
-1,3,0,-1.5,4.5,0.6071398258209229,32.5440947723653,1,-21,37,290,1031,960,600,20,5.13
