dx,dy,button,rx,ry,time,distance,targetID,directionX,directionY,targetX,targetY,initMouseX,initMouseY,targetSize,score
-1,0,0,-1.5,-0.0,0.06968879699707031,701.2418716582988,1,629,-332,1588,268,960,600,20,166.97
-1,0,0,-1.5,-0.0,0.07782196998596191,702.1263932758004,1,630,-332,1588,268,960,600,20,10.36
-1,1,0,-1.5,1.5,0.0936579704284668,703.4773997822216,1,631,-333,1588,268,960,600,20,8.16
-1,0,0,-1.5,-0.0,0.10188484191894531,704.3619530742101,1,632,-333,1588,268,960,600,20,10.38
-1,0,0,-1.5,-0.0,0.11005091667175293,705.2468105486386,1,633,-333,1588,268,960,600,20,10.38
-1,0,0,-1.5,-0.0,0.12558484077453613,706.1319710779571,1,634,-333,1588,268,960,600,20,10.39
-1,0,0,-1.5,-0.0,0.16555380821228027,707.017433539799,1,635,-333,1588,268,960,600,20,10.4
2,-1,0,3.0,-1.5,0.19765496253967285,703.8963510202304,1,632,-332,1588,268,960,600,20,24.93
3,-4,0,4.5,-6.0,0.20560479164123535,697.5733177558351,1,628,-326,1588,268,960,600,20,40.01
7,-7,0,10.5,-10.5,0.21354889869689941,684.1037386443038,1,618,-316,1588,268,960,600,20,65.7
7,-8,0,10.5,-12.0,0.22151589393615723,669.764665159936,1,608,-304,1588,268,960,600,20,66.8
11,-10,0,16.5,-15.0,0.22953486442565918,648.7753790177651,1,592,-289,1588,268,960,600,20,80.26
15,-9,0,22.5,-13.5,0.23761582374572754,623.3056134284616,1,570,-276,1588,268,960,600,20,87.07
22,-10,0,33.0,-15.0,0.24561095237731934,587.0678353420154,1,537,-261,1588,268,960,600,20,97.14
21,-9,0,31.5,-13.5,0.2536330223083496,553.5068766217498,1,506,-248,1588,268,960,600,20,90.31
23,-7,0,34.5,-10.5,0.2614328861236572,518.60949669865,1,472,-238,1588,268,960,600,20,86.37
22,-11,0,33.0,-16.5,0.26944994926452637,481.9400369963803,1,439,-222,1588,268,960,600,20,86.53
24,-10,0,36.0,-15.0,0.2773928642272949,443.0540806570447,1,403,-207,1588,268,960,600,20,81.82
25,-8,0,37.5,-12.0,0.2855339050292969,404.70591989987315,1,366,-195,1588,268,960,600,20,75.65
25,-8,0,37.5,-12.0,0.29351186752319336,366.4704503676218,1,329,-183,1588,268,960,600,20,70.5
23,-7,0,34.5,-10.5,0.3015878200531006,331.9853798044589,1,295,-173,1588,268,960,600,20,63.29
22,-9,0,33.0,-13.5,0.3095529079437256,296.9918565695188,1,262,-160,1588,268,960,600,20,59.31
19,-8,0,28.5,-12.0,0.31763386726379395,266.87542325024083,1,234,-148,1588,268,960,600,20,52.27
18,-8,0,27.0,-12.0,0.3255298137664795,237.67922803497268,1,207,-136,1588,268,960,600,20,47.58
17,-9,0,25.5,-13.5,0.33353590965270996,209.66565503054863,1,182,-123,1588,268,960,600,20,43.33
16,-7,0,24.0,-10.5,0.3414628505706787,184.2498391247725,1,158,-113,1588,268,960,600,20,37.17
15,-7,0,22.5,-10.5,0.3494389057159424,160.60187572239644,1,136,-103,1588,268,960,600,20,32.73
12,-6,0,18.0,-9.0,0.35746192932128906,140.86417732516887,1,118,-94,1588,268,960,600,20,27.65
10,-5,0,15.0,-7.5,0.36554884910583496,124.82581355215328,1,103,-87,1588,268,960,600,20,22.75
9,-6,0,13.5,-9.0,0.373507022857666,109.09659944767525,1,90,-78,1588,268,960,600,20,21.74
6,-4,0,9.0,-6.0,0.38150882720947266,98.37435120913067,1,81,-72,1588,268,960,600,20,16.59
6,-5,0,9.0,-7.5,0.3895440101623535,87.0,1,72,-65,1588,268,960,600,20,16.68
6,-4,0,9.0,-6.0,0.3975849151611328,76.31338250816034,1,63,-59,1588,268,960,600,20,13.95
6,-4,0,9.0,-6.0,0.4056727886199951,65.66372975210778,1,54,-53,1588,268,960,600,20,12.55
7,-3,0,10.5,-4.5,0.41350388526916504,55.85590330410783,1,44,-49,1588,268,960,600,20,9.69
6,-3,0,9.0,-4.5,0.4215087890625,47.0087712549569,1,35,-45,1588,268,960,600,20,8.13
6,-3,0,9.0,-4.5,0.4295330047607422,38.54894437575342,1,26,-41,1588,268,960,600,20,6.77
6,-3,0,9.0,-4.5,0.43752384185791016,30.718546143004666,1,17,-37,1588,268,960,600,20,5.34
6,-4,0,9.0,-6.0,0.445537805557251,22.015621187164243,1,8,-31,1588,268,960,600,20,4.69
7,-4,0,10.5,-6.0,0.45353198051452637,15.079872407968907,1,-2,-25,1588,268,960,600,20,2.56
8,-4,0,12.0,-6.0,0.4615190029144287,13.600847442411894,1,-14,-19,1588,268,960,600,20,-0.97
6,-3,0,9.0,-4.5,0.46950483322143555,17.459060435491963,1,-23,-15,1588,268,960,600,20,-1.31
6,-3,0,9.0,-4.5,0.47774386405944824,23.837848631377263,1,-32,-11,1588,268,960,600,20,-0.86
3,-2,0,4.5,-3.0,0.48565101623535156,26.87817782917155,1,-36,-8,1588,268,960,600,20,0.02
2,-1,0,3.0,-1.5,0.49350595474243164,29.6232255123179,1,-39,-7,1588,268,960,600,20,1.19
2,-1,0,3.0,-1.5,0.5015850067138672,32.42640687119285,1,-42,-6,1588,268,960,600,20,1.35
1,-1,0,1.5,-1.5,0.509739875793457,33.289721643826724,1,-43,-5,1588,268,960,600,20,1.65
1,-1,0,1.5,-1.5,0.5175249576568604,34.181444068749045,1,-44,-4,1588,268,960,600,20,1.67
1,-1,0,1.5,-1.5,0.5255258083343506,35.09988913511872,1,-45,-3,1588,268,960,600,20,1.7
2,-1,0,3.0,-1.5,0.5335338115692139,38.041648597857254,1,-48,-2,1588,268,960,600,20,1.78
0,-2,0,-0.0,-3.0,0.5415120124816895,38.010415536631214,1,-48,1,1588,268,960,600,20,-0.28
1,-1,0,1.5,-1.5,0.549522876739502,39.040799340956916,1,-49,2,1588,268,960,600,20,1.85
0,-1,0,-0.0,-1.5,0.565424919128418,39.09175083453431,1,-49,3,1588,268,960,600,20,10.94
-1,0,0,-1.5,-0.0,0.621668815612793,38.093658625644196,1,-48,3,1588,268,960,600,20,5.29
-1,0,0,-1.5,-0.0,0.6296470165252686,37.095647357266465,1,-47,3,1588,268,960,600,20,5.25
-1,0,0,-1.5,-0.0,0.6454060077667236,36.09772228646444,1,-46,3,1588,268,960,600,20,5.21
-2,0,0,-3.0,-0.0,0.6534078121185303,33.104524124504614,1,-43,3,1588,268,960,600,20,6.41
